payer,receiver,amount
45914,1166315,71954.7
302937,130058,78540.62
4157,952130,79755.15
365569,1014577,65877.73
511372,667132,25271.33
69305,188175,55101.68
220797,625884,31320.43
185867,119352,25811.82
124346,957355,30951.11
42343,341924,50500.63
187448,49558,60187.88
903750,87552,27724.93
62303,1160422,40038.2
290115,1127969,82308.88
223947,1410271,54845.25
231108,552063,35418.34
1430542,1161039,61971.41
76745,1077154,34427.37
93239,201881,21197.55
296743,59453,27291.56
94641,1334178,32614.57
188443,742917,67003.51
15046,1482833,103490.25
848243,1285598,55534.92
182001,185496,25632.69
50581,118137,37067.36
173590,637259,53844.38
42310,1169247,29204.69
19118,1076792,41247.09
37409,1154601,85224.58
138857,944722,32160.06
1065713,431299,93420.67
37187,203408,33030.59
246660,32585,25033.8
45914,28529,21655.08
85476,1431270,34422.39
105668,1369863,43406.08
172110,532691,33050.69
150443,1031439,26789.91
150336,1081210,32508.05
224320,1404583,78460.92
751097,117851,36627.19
289583,8585,27516.29
426741,1336294,28590.36
212414,1488297,64452.4
577073,1358761,31350.97
202766,262051,29473.58
282724,1070217,62903.65
151361,1076743,43742.23
18267,1027121,28818.51
208149,278807,27185.5
76745,987561,44983.14
39896,1250847,79960.26
149422,212760,27849.19
231996,1017926,82266.07
8943,300205,36535.12
694071,307288,35967.84
168383,947560,32959.48
708434,1311946,28789.19
53574,1243708,16095.75
181681,1177609,23912.56
24859,199224,44669.84
302954,107156,35340.42
111000,1556325,75938.58
86056,1421247,49414.33
147527,133391,30027.47
220436,431299,52425.56
903750,599339,28241.2
276388,130614,31213.34
238485,349275,34480.46
144827,961757,108641.32
97291,1404553,31827.49
651008,1334385,29064.14
169367,178827,31414.48
16242,199962,31757.71
247162,1090819,33096.89
101588,12103,28786.42
200064,101509,27966.61
786537,307363,32397.82
168777,11415,33675.44
79493,1030770,79245.87
169569,977180,63619.68
123035,1234412,86813.35
224692,907724,64672.5
161508,1305787,49024.78
308861,94622,60572.61
22882,996563,29295.64
124127,1289639,25983.45
46773,1084796,26148.87
29720,201254,33428.41
215576,87540,59812.07
782427,243948,74319.63
669321,1111653,27565.48
1058957,65057,64129.75
189644,978398,104335.87
202426,867289,46403.57
32625,791022,24701.13
200229,251904,65446.39
202426,1236486,33378.24
199253,996078,37837.42
276232,1031463,30659.9
114173,1234256,105343.08
138177,196567,80944.26
203197,60743,114702.18
142875,233106,61349.95
11461,588562,60249.12
256229,1088869,100879.99
144479,306855,29735.22
4157,419647,31292.4
470133,1454463,26340.99
181681,982301,39434.9
155030,1026006,31473.36
303267,2752,35578.84
129270,1325077,29509.08
49685,597523,86822.36
533661,1061975,90496.28
112828,178620,23878.3
155589,224812,33372.65
462603,1234366,42034.93
811655,637711,56352.81
211153,802734,32222.99
57357,3224,38683.42
32266,132871,73095.34
104104,328701,31689.04
109257,1084796,27132.05
36275,1073549,53826.4
67174,1148496,24655.39
708506,1359096,26446.14
61878,80849,26349.12
212414,90053,85346.93
116726,352554,76954.1
276232,23077,31724.69
939677,532691,31970.95
253226,336020,25141.74
19052,63181,29823.21
148925,41658,30385.41
199250,1030577,36228.86
177038,1357307,29959
859194,1043386,32213.43
113064,1151529,30014.43
71382,1030696,38246.96
169611,1117483,31100.95
7403,1148496,24696.23
554572,44525,24229.51
217204,973561,39649.46
651054,1058111,26008.92
59717,1285598,90775.88
239594,349340,90572.6
111894,1556325,32283.95
442960,1077227,42246.93
18267,81281,36538.56
36789,328550,30639.06
47156,212441,27533.01
435287,1034573,27861.29
197771,478178,31258.7
85655,1077370,29069.55
191445,979227,30554.31
88541,1070258,27012.95
228208,564484,56681.43
524390,1088869,46797.96
782474,961757,57885.4
168279,1042761,32018.21
14442,1084796,34703.55
149310,1026605,75308.44
132531,1360653,66412.06
180440,165176,35828.32
101509,1276854,50883.99
62320,163622,67351.51
210662,265980,58993.71
43825,946875,27003.52
787690,17749,85918.26
90836,1090819,48416.56
540803,924867,20750.78
223947,1001318,32221.1
180244,1117908,33362.44
774494,1111661,28916.57
22030,19363,57442.93
25321,255177,36064.01
640057,1276880,53129.14
29799,108258,23141.83
554494,21878,75354.75
225744,241962,82110.49
112912,145525,88014.45
45772,78715,40611.13
194415,1160422,28390.49
212386,300314,33008.01
123956,42310,99935.68
178744,131706,66098.45
462603,206541,77966.92
35904,1410271,56114.43
1036985,962025,22336.37
193324,167891,27471.98
508815,133391,28444.22
682687,246607,31153.89
45457,198657,35361.13
208383,372479,26169.24
816242,1026605,82069.8
161670,264181,96182.63
61493,873433,6889.98
46339,1229580,55814.28
108732,1054683,34386.06
248095,982497,49158.02
46156,1308090,58980.24
179408,1121526,45066.16
16956,1431270,29551.72
651008,972815,27114.45
236488,59345,51655.43
112907,1296093,62109.92
28029,1050319,31992.94
365597,419647,26937.25
169611,410139,41526.75
215232,29455,28729.49
831062,241962,39780.69
32266,963420,51309.4
190459,1080817,35154.92
219041,568883,95280.43
91791,67927,27952.6
139071,231432,71518.37
87921,145525,36782.06
80500,1066178,23674.99
35904,630490,36736.77
1553354,857129,73478.72
718961,195301,29124.77
209035,42310,39641
179212,996681,33133.85
30237,290159,33595.76
245121,1364205,33300
115887,1328627,97639.68
19321,1484951,90496.02
67526,221554,29592.71
159466,1009876,30959.06
110173,195723,53491.44
98664,1498841,61188.7
1553354,263689,27446.35
256229,1263896,34452.87
639747,1422464,33685.01
446804,977221,45621.8
181989,1454463,30067.42
505018,154765,24478.52
79826,310741,30002.61
296743,1030526,27386.14
123356,181041,27886.36
202069,731667,33506.99
124436,564484,33982.38
446804,1405925,24006.89
213392,1018301,41689.79
223733,23077,60431.92
127288,202742,30480.84
49777,241225,23305.36
208355,1509176,26125.41
42239,1069397,30538.78
84893,1326780,66349.02
127006,277477,28330.57
986209,957803,31398.07
385381,107156,32513.23
46773,1378720,46264.82
93120,633675,30490.86
594664,94539,31031.42
92967,946875,59677.65
495091,1301909,27116.81
181681,1208065,33949.83
303255,261562,48223.18
268298,546611,28678.88
62303,462730,38630.47
3825,1021812,73036.41
701537,1042246,29772.26
339289,1458307,45737.14
32324,1026588,61382.15
652831,289944,36197.07
4424,1450694,61807.41
159075,1277001,67041.04
260563,1027121,25649.57
341382,1494629,36319.84
74616,478178,34068.52
113064,1308090,34782.31
255477,1014692,55190.12
69184,75399,33602.64
234182,1264200,60976.33
514726,1326922,35437.96
148130,272233,25632.3
38601,1001318,32770.92
290115,1266628,35756.33
95207,35615,28429.09
706677,178352,91772.29
112717,1286015,33556.73
104914,1047512,57872.47
1550,344880,68373.65
22946,55285,33826.07
50581,154309,55993.85
241112,1321237,102664.28
38038,188730,35546.92
162933,217204,80696.98
98664,560350,33346.77
320989,1169773,57725.01
194017,235998,26845.88
25325,1336294,65447.73
268827,86893,87135.24
64156,1026671,46460.27
16816,571969,68918.48
462552,996985,33386.06
17823,1315505,28772.99
165987,947318,50080.39
253615,1117582,41105
678827,1091116,44392.64
548854,1427152,35884.62
765666,1328627,31376.56
113270,1399891,38744.44
508191,76806,33576.31
189541,1047128,48942.38
45607,201254,62392.33
229049,1432339,43380.72
58577,1166065,34258.2
142485,1236301,30659.93
133990,1264108,27282.42
12259,149693,77235.47
54254,1362463,36804.43
14293,1161039,54698.78
228393,383796,39266.72
81786,505202,63562.65
250327,202742,99052.08
65762,1387801,30871.36
110917,1091391,96739.55
227710,661259,28908.48
169367,234687,41630.97
18753,328701,35802.75
133576,184448,64332.21
143223,473781,77565.63
756522,17276,41038.37
187067,957262,28142.62
62207,106338,36161.9
268525,890964,78733.96
110917,192333,28895.97
180086,1026061,79432.35
390262,1261978,28997.91
139199,1326780,70100.79
186987,1343509,32364.97
11248,1152113,29077.14
209271,1139656,33430.53
90484,1221709,35001.43
52411,963675,91200.63
214397,1475890,97767.66
180244,56043,17408.17
108064,583885,54479
237057,1443126,92819.68
124346,1245834,71765.81
1091580,37472,98002.53
282751,958475,46759.69
100908,132871,30668.39
124702,1010034,22953.65
113064,201881,28917.49
173590,1023109,79556.53
115675,741421,30940.03
247331,179225,20789.07
250327,125408,32904.55
37639,1062263,31496.33
154906,1423569,27931.6
268482,1390900,31682.15
765718,1034573,35081.16
171146,188730,37339.61
218822,263153,104233.97
150818,36514,27564.2
133840,873433,32351.7
269473,56043,73805.42
536868,1090799,31698.95
124469,1031184,75595.37
124469,1022266,85307
265859,184448,31347.92
879631,1386457,32010.4
161018,1270662,33825.54
1080069,96843,32480.85
212903,1311633,29048.82
115501,1268346,47143.67
155031,1296093,93829.51
32030,371349,30584.31
149310,204553,29540.84
232555,264181,29323.26
26895,488434,28966.17
83103,1285481,25328.15
193036,890964,77310.54
105792,314214,34223.62
44605,946193,32740.72
349730,1026671,38114.03
678359,1091558,114596.54
776928,168374,25990.02
34739,1080817,29763.38
83554,1169773,55571.12
16072,1355865,22894.77
189255,1069669,72634.22
111123,704311,85670.14
21872,133385,32614.44
260994,1437986,29109.74
708506,1014349,24477.41
124121,238033,33490.98
41135,1142864,28678.46
138857,1005150,31895.21
200026,1136469,72952.7
6277,1088412,29021.61
126098,11711,51647.28
142058,100736,33667
175087,186992,26521.85
175173,477746,68934.66
117795,1236580,24938.94
203064,1102153,26248
23140,109852,34518.09
7274,12103,31411.82
77976,237657,74827.99
18753,1279076,87831.93
72670,1358761,50929.71
26516,1124698,121328.01
13290,1177685,101425.06
249810,107141,62268.05
88541,992634,56856
83635,1191155,67169.19
57712,1069101,42560.45
241025,952397,31297.41
282902,284926,53490.6
109478,254516,31572.67
236714,430541,88104.91
36275,1130844,55894.44
86549,1069669,60731.28
241625,1066178,57206.85
49588,946193,28411.01
144479,75399,35710.1
1513883,1236911,37160.63
61493,95514,34381.5
511375,1050650,70563.17
730690,458777,76712.81
1352081,1009655,40856.33
237319,105665,26207.08
390262,995594,66773.76
1123931,1090807,32453.94
124488,104091,24652.12
81786,1343095,30068.67
1065713,344737,24099.25
6245,153836,33603.49
218881,1273127,39409.46
89759,1273137,34422.83
84633,155415,26211.15
61251,138861,80961
122876,1369863,77402.55
57487,1289639,26745.79
29318,1234089,27379.93
212903,1123852,99228.68
94876,1030577,70775.69
540803,137034,33814.12
37639,1232045,86625.74
41100,142943,68745.62
48083,1311946,27568.7
511375,1054010,33385.21
6120,1114961,24669.82
97076,28473,85404.92
79895,28473,43581.09
17719,26402,36486.39
8937,972145,30115.12
77938,178880,84832.79
128353,54565,64767.5
417829,1199314,81095.21
193763,1127802,71791.64
113064,395896,73119.1
282990,1005053,31873.09
778664,1439238,26941
93236,1482833,30345.32
199253,1004528,27479.26
237646,1121526,32987.49
678909,1315486,28302.92
181783,276415,31586.22
228102,597523,34742.84
223836,197353,27651.37
33041,1130494,25488.11
57120,29247,30690.21
283492,253556,32592.15
56806,553899,98470.04
137849,802734,27352.61
6972,238033,30445.88
350526,272233,50329.25
470148,996681,33890.53
11461,1255058,86964.45
290501,1017751,31292.46
13421,82574,29907.51
54676,8585,27045.19
39129,54337,27087.55
225936,1400191,33843.98
60709,183586,44581.96
268722,1395568,27823.23
24021,1014321,72146.41
261355,976680,73536.13
105062,967003,74139.09
148026,1217306,32762.95
32510,963564,33307.4
12541,890964,36101.93
677311,151263,79278.29
20302,172508,29262.51
212484,477183,29817.11
66749,199845,33611.96
779788,183847,31481.94
14442,1199152,73302.73
143088,997196,65997.19
168119,304610,29646.92
30237,354620,39118.91
104924,977115,64616.37
148120,1117483,27923.09
124702,111636,37654.37
179408,114692,38421.11
137048,237657,34361.44
31195,125408,24024.4
268603,185656,27916.99
207471,1201719,77693.26
159996,1014096,50333
90550,1010064,52368.62
153034,120330,65807.26
25217,971867,78359.18
7403,1146136,31371.13
67303,232331,31794.94
131047,3224,35054.51
8230,185496,31373.79
156178,267114,58547.29
454936,101754,41632.3
218081,118482,38182.98
42965,772350,27006.82
8576,642766,32895.45
177559,1439238,35978.31
141415,1234366,28595.92
64352,1309848,76503.92
10804,1234366,21303.06
226052,32585,64583.84
83103,328550,80705.66
137957,1506046,59824.97
109781,1083872,39128.44
246861,997016,31715.8
168396,1139393,27227.59
144955,264060,30191.13
81919,1450694,40621.75
147527,484778,34501.41
241112,101588,30178.08
251160,511574,49866.06
8943,946353,26345.92
212903,159075,28907.87
774494,7622,60601.13
124289,957016,23863.26
239594,328037,41500.02
133383,1088139,21897.03
609881,896709,27981.54
109257,1415694,35344.32
245834,1180312,30833.26
302954,263818,26269.19
90836,237322,25711.86
31305,137048,30761.02
929307,1127925,26106.99
179141,945857,81939.29
138857,46773,34353.07
327466,1255058,27711.87
253625,592136,27235.57
268857,1034428,27018.88
268631,1232045,33983.25
194809,306399,34286.47
51148,154309,37320.75
220436,896648,63138.22
113322,976680,104851.01
104438,972702,74849.18
180440,310741,25325.1
106972,568883,43052.66
182001,1001330,51539.86
73376,405337,27994.45
137854,1027036,22573.17
115715,1498894,80991.6
77730,1443126,33181.36
4157,237657,41977.97
259304,1026588,30918.7
77566,1101364,52471.17
92202,1261500,24473.16
416447,963184,32863.1
13211,44525,12175.36
57345,947724,29548.95
252377,306855,70466.26
940877,76305,86618.78
1091580,864255,34261.98
566079,261666,34471.26
233112,962763,27398.54
276167,1000318,45420.99
192082,168401,28792.38
191445,1369863,23341.58
53610,951838,48544.84
203237,1094562,60364.7
149310,117081,27222.62
116913,1217306,107566.18
7274,115715,25222.8
112828,307288,40686.01
256322,952230,63314.81
85,228561,34557.57
185692,7622,35203.08
99270,1182871,77022.26
13251,300314,48314.27
14293,1163389,33993.41
183601,121883,28765.72
104438,977115,34619.58
259304,276175,30067.32
640057,101375,28027.07
8369,197694,30640.36
240367,154010,89556.61
90484,306855,51271.6
6200,1047512,38549.42
9029,982301,71505.43
182317,1145496,76031.28
6200,1250393,31234.75
133295,246607,34938.57
255590,1263799,91158.35
74693,154309,32344.55
484860,191940,34857.26
79024,1201573,27643.31
55256,235998,34032.84
114453,67927,93678.84
233833,1348583,25777.44
237052,1177859,73532.54
738311,9465,71406.15
55405,267114,30495.86
220748,982497,36210.51
4424,1097963,31512.33
614543,1294265,37915.48
45457,1303826,76425.03
53926,1289639,30364.47
200742,203408,86058.04
670968,1066440,29574.77
189541,300205,33604.49
234890,418974,31373.74
53610,192549,28912.43
109391,528970,81454.78
15701,962864,33383.28
195306,161704,24722.47
74693,56043,24705.5
727029,1355535,27620.41
164835,977811,33333.86
231270,1030579,95982.87
395855,116418,26877.6
231634,1148496,30639.85
126125,110284,28590.51
537223,146430,23808.36
58001,1286015,31594.95
268857,372250,31988.05
333010,1326780,30159.61
55651,1130767,40347.1
124121,76305,28381.69
104147,1330796,27672.69
115385,192549,54980.08
87921,1463132,47445.35
168119,951838,24796.03
19269,1263799,30291.71
218455,571969,73510.97
32324,1058530,72048.27
229943,1484951,80404.29
484860,177250,32518.88
209271,1279076,44149.06
67303,231192,63716.84
267138,290571,32532.08
42343,962843,40500.5
327466,568883,26703.46
50838,9419,57029.96
462928,190198,59211.17
207210,1169247,29613.14
174946,165176,25393.43
230820,67723,96988.51
192082,1287626,32551.97
527662,6350,27379.72
152876,1514086,25764.95
9536,179737,104088.93
49616,190417,76485.14
1553354,1587547,74684.59
76426,79499,35468.9
51683,952503,66506.99
268305,264060,76841.88
120936,1454617,82740.36
103806,604615,53909.72
159996,1057860,55157.88
116913,254977,66610.71
164207,192080,20169.29
268298,1120188,27661.14
233325,967647,43415.86
29199,1014765,80107.53
104924,317399,81924.73
80321,1166280,60730.75
79024,27000,35909.72
55405,1160422,35965.86
128593,506484,32088.59
203197,413097,79362.71
156795,996681,26314.19
247088,47980,34576.26
116726,981802,95792.18
105668,264181,33202.42
678827,1465467,107543.88
275566,875205,31611
198164,82034,33401
255292,195723,28564.67
79644,241500,25331.85
148195,832323,71072.81
105792,768946,67874.41
106338,1204158,29528.4
131766,448864,36391.47
87894,262063,62102.43
221899,260344,96137.01
61493,828887,33494.15
159075,670998,72958.43
276477,97117,39802.61
67526,23064,28511.12
150217,1217926,27209.03
43386,972145,28784.32
259083,90550,25398.34
581834,1463045,61209.03
150217,690681,35660.27
214137,212760,78624.01
200229,372250,79575.16
177056,1336205,73263.05
165080,992502,30002.41
156795,1201425,28583.93
237052,1299952,10316.52
35112,307288,23474.9
153805,1387801,56027.72
743417,1245834,29420.26
651008,795051,24897.04
413130,1034573,60905.41
202426,762189,45269.2
42008,1261978,32020.58
238100,262838,21692.61
253376,992502,29066.15
225655,90085,49477.9
928701,1207374,52030.4
41682,1287810,35008.4
268631,90085,31419.06
65286,1395568,34310.72
928701,233391,31598.06
26895,336020,29407.74
240367,249965,32623.06
176056,94249,58902.97
144479,1127802,36300.27
470301,1201732,31213.18
217478,192333,39778.79
150162,1047398,86302.44
225936,1373678,32584.49
43589,48170,29655.18
260344,395896,37808.53
143223,945857,26443.21
103850,473781,36099.56
946025,1077359,111656.14
404739,203833,32880.86
33902,637259,32529.26
247088,1047528,37150.68
169569,1196173,51908.96
104104,1360653,23695.4
112912,185223,132147.87
110170,49558,43108.63
234433,101509,29110.97
51250,77836,87897.81
859130,875205,28108.48
66814,1136595,45845.13
22354,1084612,50215.64
276292,972477,31692.89
217363,873433,10196.08
11605,599339,30179.24
309090,1057860,35006.77
4157,838751,27626.28
162591,987561,28666.46
259083,946879,27920.35
43825,261732,26451.56
107223,976680,77630.35
29199,1375552,55825.2
103850,86893,28336.9
187448,963675,29699.31
152568,133496,31145.84
102806,1537903,28615.16
69305,1245988,90456
4837,37472,85256.57
829858,1217926,100484.77
22882,617517,28490.53
903750,596867,30182.86
260563,249684,82832.2
495091,1145643,86301.65
883113,165044,63872.49
25217,348740,28894.25
40852,961807,31910.64
171582,199562,27602.24
451447,1088168,49684.79
32266,46773,24184.82
207210,127831,87989.56
442960,909992,39798.54
141544,1439285,94195.43
179141,947723,64180.75
242317,1160753,73356.91
214867,991144,65491.18
253448,224583,47331.15
18456,1076567,71538.21
156178,592136,76357.21
350127,1454463,53738.4
253756,1498841,27171.38
727029,1231515,36155.6
86549,116640,100283.64
59717,1484951,35859.25
250726,1013442,57533.25
260336,243948,70086.51
13370,943097,36632.43
90053,654969,24718.44
194017,772350,42717.42
186992,12602,32920.66
64823,198657,34834.33
259609,180042,34924.17
41410,1084055,69196.28
57712,179225,26593.39
209035,289944,24838.65
511375,356737,36117.53
283251,133385,26407.56
18936,946485,34153.15
81583,210936,23937.42
115501,1006094,63184.2
143863,987922,54597.37
65388,1217306,29813.8
237646,217204,35699.68
23047,1118003,23559.9
111894,43386,72742.96
158008,1315486,33477.71
18855,73420,66089.75
168777,1008993,28555.38
182322,462252,28201.72
156795,1066440,34283.1
171833,1307772,36204.78
33071,571335,29833.48
418080,1420043,85397.99
455048,1194057,42906.76
211153,9419,29877.76
390333,1139393,67821.75
123227,148167,29911.93
143654,1221709,32686.37
75086,122524,47045.83
537223,206464,27535.62
438835,25721,28680.89
302935,963675,49298.63
217593,122524,31454.68
492226,1076567,31242.93
682687,203408,32517.74
10002,95114,73367.92
140729,945758,29534.02
89947,624519,22919.65
730690,915222,48728.14
18936,32207,74788.3
148167,736826,56805.08
105668,1389507,28801.15
223733,982920,80251.59
115077,967647,50378.62
151154,963184,35504.46
303267,1266208,29687.95
164811,235015,20836.42
6025,867289,53896.98
228716,937807,69510.79
82623,144176,32570.76
44569,1261978,22481.09
455817,1298086,26802.44
385381,1108742,31878.43
97291,314214,55086.82
235412,1026605,32414.29
103806,1071229,63763.72
290115,137048,26781.45
25413,447248,66082.37
168279,184962,33382.93
79802,341924,34574.69
315718,952691,35783.25
45772,1291922,44632.53
43654,28465,65682.47
77181,1286015,36099.08
109781,192080,55693.41
155973,1149019,48815.62
651008,690681,28349.34
124127,181041,34407.43
654971,124289,29263.03
38681,93222,23158.24
321334,24724,95295.93
194625,103232,28744.13
176906,187148,55114.88
670968,22264,30437.76
142058,812627,63784.07
4635,5230,77412.4
77976,945857,56768.89
39129,318671,36460.25
80619,139486,68028.42
54676,963275,29997.22
32030,116418,63184.5
55063,222700,32131.76
193498,210906,57919.53
217497,66730,32554.94
22354,1009655,31173.7
31787,110284,26849.4
859130,232239,66313.58
594946,1088084,26932.9
110170,12909,31003.8
730690,305787,29175.89
25325,1055283,66094.88
176906,952503,79459.5
172845,1163491,30862.29
581834,121883,32467.88
145146,1498894,36395.53
123035,261562,28171.54
253226,1054081,27752.88
16072,1030577,94776.32
321334,86893,60354.24
21736,119899,35065.75
524824,144501,54318.21
32918,286589,28171.65
200540,1054683,54273.43
16573,170812,26595.38
211749,1325178,33849.27
651054,604882,71489.39
207471,1407439,33967.63
64823,1091651,27193.68
53280,1054626,23342.79
135598,1145643,31640.89
587380,996466,28529.54
470133,204553,34800.09
142485,1311758,51404.7
161508,327347,35192.97
765666,8739,37178.14
708434,12103,38612.85
355043,880885,30195.84
13211,249965,56711.93
612437,370639,62780.76
207387,167891,31002.96
129510,953314,41876.98
149973,1088869,75844.52
182946,1509176,52236.94
97076,1532425,46769.75
22946,1266208,85657.34
84386,373201,28128.62
39609,868395,90868.23
41410,992598,49026.65
81332,1014321,84078.46
86893,166981,26066.37
45626,86893,52027.43
128593,924867,31689.33
191682,1076567,30343.21
168383,1120188,41481.22
157543,204553,32507.9
171169,962775,30539.71
36279,1043241,83776.84
182021,206464,34013.7
243796,128257,27657.54
24531,252770,32916.07
45272,1217306,28407.3
162591,1506046,69186.77
87552,6350,54464.94
422628,95166,28264.75
27989,571969,79177.5
170254,1175075,79546.33
232873,1107790,27360.27
253015,1026061,64959.8
171282,187060,41367.32
202827,890964,31503.52
216016,1123852,79253.27
250726,1458307,23465.59
417714,987843,33964.79
167858,1121598,31225.46
139278,953314,61960.46
848243,5505,24655.56
177250,1123850,28736.66
16956,157025,26955.08
64156,178827,79878.91
225794,982301,90711.31
883082,1158297,24841.65
413373,1104686,30081.76
417714,1087654,28663.3
253552,98343,65590.69
4635,1001311,36181.2
207834,248741,46068.09
260994,1217227,29512.27
1554094,1091558,28796.35
84968,1118003,78984.44
248143,24082,30538.66
133990,165044,62079.14
18129,1017751,31783.13
131766,1254806,79166.31
209375,344737,32842.84
164748,155031,24405.06
144827,1328627,35612.25
51148,1047128,81772.12
168396,1281037,23363.15
10631,34739,30054.6
694071,1034248,80103.67
203033,996164,57452.84
58129,158329,54909.05
166381,1301833,28548.16
112912,708102,100471.34
64957,1243976,34253.91
252377,87552,33212.66
189199,1369007,74957.77
232970,184826,86525.65
668954,1058001,29587.57
548854,1073549,31198.93
67299,124127,60889.79
205496,1034824,89758.34
36272,962329,31530.17
470301,972958,31319.55
223677,1166315,37599.45
79024,1201425,62096.08
129119,907724,32990.78
246861,736826,27986.33
885805,842461,80859.27
208047,973091,77571.84
209375,896648,37918.16
421788,371660,30067.01
228716,1104881,30182.34
112907,75455,55728.36
149731,1114432,60444.43
640055,973091,57202.07
70832,945857,103734.66
210028,972477,47628.58
171169,184448,29444.15
149310,35615,28597.17
4635,23077,35229.83
141846,943097,42600.39
61044,42310,12496.54
42553,1204158,34102.15
124702,946283,32382.39
185867,1274979,30341.55
365597,185656,29608.21
188443,74044,28951.22
221491,32553,29028.42
78538,1266208,29381.39
13251,147275,30648.08
147217,218443,27302.9
55405,1080817,26240.58
18936,1222018,27393.66
168279,79050,77471.33
23838,1343095,31520.49
115501,966918,25992.45
90550,1030579,25420.71
15132,184448,35699.61
189541,54873,26107.42
86337,1325077,81174.79
430386,462252,28920.25
88217,202742,75770.07
124346,1233994,94762.41
321334,1524611,41513.91
92967,298124,57597.97
682687,24724,30295.82
13380,203148,64249.59
67299,1030577,66903.03
458663,405337,71055.65
68337,1091116,37114.6
224692,243869,64293.86
232533,1118008,24015.23
16573,398814,33233.31
38017,172049,24798.25
161835,27447,28037.92
44569,1246375,40106.15
116417,1084260,70768.12
1352081,167498,90754.62
883082,238033,74952.58
62736,145098,33474.28
505018,1324946,32370.32
143345,1017926,29048.88
132531,455427,41325.27
29879,36514,33649.55
127297,1328627,69409.73
77181,1140122,31596.44
257141,319100,75238.76
11046,1512252,32837.24
131766,1375501,29465.76
235578,101754,30740.31
110554,1123852,33662.19
7583,1199314,31202.12
190417,1157613,30991.66
224692,35122,57771.02
173590,977221,31656.94
807916,1315505,39140.4
123227,166981,28911.6
238100,73420,73046.93
135399,302978,32316.56
156795,56043,32620.93
109645,1050096,28368.41
302935,1359096,26061.13
213392,966918,30811.22
238632,1454665,33784.92
654689,195301,31802.14
226824,742917,66153.76
112136,1274979,99055.56
203645,1201589,79902.92
38681,1348676,66295.74
231270,75455,31387.31
171282,1018301,27604.61
171833,324056,30570.29
338918,185496,66121.52
128593,22813,37989.92
202426,1043274,21265.47
194625,376087,30979.37
42688,418359,45716.5
125804,1026341,45547.98
207471,1274979,31188.5
174941,736826,59268.32
200229,1022396,29923.62
275566,8573,31251.38
196022,1326780,36584.31
505018,568883,26400.43
539853,896648,75260.66
765718,29879,57782.84
816242,1236301,31177.05
834483,340449,91622.81
190553,460680,66637.93
23838,997089,24155.96
198164,119352,32942.47
548854,110679,19781.53
178030,224086,47194.96
93949,225103,58162.64
4424,943097,87589.72
261326,1212178,58340.07
203237,868395,23820.99
193324,59345,29490.52
62303,44970,50506.51
36789,304610,28717.07
250,195105,65814.79
785178,1157870,53026.32
212414,93236,75976.45
185867,23077,31592.14
85761,176756,25375.76
177056,88413,26700.94
3383,283319,46882.45
102736,122524,38485.82
17668,1000095,31217.75
321373,126540,48310.64
53926,282489,24595.5
207834,1303802,45601.92
90550,1000618,83379.35
16670,729689,31755.28
236488,978192,31184.71
23047,1209838,25580.12
395006,983096,30696
78946,987843,81171.64
13290,94249,25747.14
236488,992598,64260
10002,290390,72234.1
283251,128568,81157.11
151417,952691,34844.42
94622,1163389,39112.9
26516,1022129,23376.28
82759,233391,89176.21
395006,1088869,86771.19
188443,1298105,27329.42
46773,1124544,63795.09
251160,1136365,33430.77
801840,29455,89524.31
213976,127201,58113.05
112717,1088186,71592.25
143014,79050,57660.49
74156,1169773,28270.69
239594,1090799,79934.37
468132,444998,30255.53
253226,1274880,18506.14
104944,245033,32290.53
18936,1248574,32869.04
93949,977180,32892.8
782474,262051,72678.44
62303,413097,76493.07
53926,90560,75909.79
19269,1161049,68291.66
706677,1277367,29309.12
87894,146430,87706.24
72670,968125,25183.69
61493,290571,35746.52
29720,232331,84749.81
265859,624519,33974.52
395299,110284,43640.74
740084,1229580,32613.55
1125122,1124698,55786.65
171101,56043,76643.21
1316701,798308,39605.62
326908,1255058,80877.01
26051,252446,29074.94
682687,178352,25806.01
200229,1188986,71320.47
47156,226948,35169.62
175173,968712,28405.6
66085,1334389,29737.29
333010,1136365,23003.56
50063,281225,33382.81
35397,301282,31340.42
178030,402232,83411.97
32966,946875,35314.51
276477,1027121,86925.8
327420,1373702,86496.52
147652,304610,99573.6
261355,207309,83962.2
25325,24082,34504.62
223733,1528313,25486.41
8230,344880,76804.47
217497,262063,68992.44
309719,371660,31594.91
242115,1034248,67378.05
176906,1121361,35745.31
484860,1057860,29869.48
131563,1000095,29939.53
395006,1375501,70534.35
194208,952230,33543.74
548854,1221709,86564.69
112912,4788,32861.52
765666,192080,30461.23
60709,345785,54303.16
226601,1180312,32958.79
101891,1018369,30850.58
326908,1289639,72518.21
1058957,1572029,36592.97
302935,207309,32713.74
86056,174139,35172.01
186652,1104750,29903.5
234493,192549,57000
104944,983096,51561.68
67299,212441,23290.48
710152,1196703,67289.85
102784,262051,20497.54
355043,32585,43284.54
182322,119352,31425.61
232484,1325077,34874.77
225103,156521,38005.89
239763,172126,27272.79
202827,1062784,27595.89
505018,1018301,30428.15
16072,1206939,51280.14
57216,33763,34629.66
197182,1372453,26284.51
26575,467469,24626.02
229766,1158067,60637.21
162589,1186387,59333.33
182357,737060,46731.5
218081,963502,31401.69
253015,785404,32134.59
446804,488434,35025.98
66970,1145496,30933.66
