payer,receiver,amount
50349,228561,28241.33
751097,1555316,94296.94
421884,168374,91146
253897,150061,26610.44
43474,1422949,49579.95
221899,116418,29000.27
207471,1455776,31767.66
230872,1021805,31237.86
110998,1410271,86550.94
804266,32826,43950.66
36272,237760,55800.24
162933,1088869,74708.64
123956,364238,68709.29
3014,952397,35133.25
231996,107141,25850.11
939677,1274880,53371.17
14442,979227,36384.37
296781,1127802,56129.47
1404719,107399,75136.97
182001,255177,116480.97
10516,1324933,38513.51
208383,232710,29620.77
239763,952604,69821.93
120936,1161183,27803.85
190553,553899,30926.14
259083,1177855,32358.74
929307,1088869,34947.92
708506,297514,75167.08
244700,1084055,83233.5
143935,607856,27384.8
421884,1157725,33528.53
82580,957262,30291.81
176602,1498841,82281.86
80321,348740,36045.35
831062,1073817,84782.3
231824,278807,70674.1
635757,1018369,28164.67
14307,224583,31306.62
112528,1207143,74527.68
49643,1277367,33009.4
110170,506484,71001.94
79644,184962,34535.77
221942,952446,36455.41
211892,239511,27435.28
226824,875205,67731.71
79486,1084055,26997.33
315131,1137048,31214.12
86549,26851,30388.9
539853,1431270,35018.2
57712,198657,71971.8
87859,371349,87703.15
124488,1212013,35257.46
446804,667132,26200.89
81783,462252,84003.77
200026,281225,37423.53
109005,247331,26845.99
200324,66570,26375.2
17719,997016,32467.69
177559,832323,30249.18
214867,1019015,55005.74
71462,1389507,30050.56
268722,455049,91392.75
71382,118287,23259.17
150443,467469,32517.68
11605,1073023,31804.84
107223,924867,35851.96
30401,633675,54679.44
32133,864255,83232.88
202335,1291922,14274.59
1214160,1090819,32754.18
130770,1022431,29317.46
13211,1222018,27734.44
133840,110024,23588.91
91016,1145643,71612.17
175130,995603,33323.97
137849,2994,44604.79
171146,26402,29605.7
124127,1178111,51626.04
9865,181041,56515.94
749643,232429,28661.32
326908,1166315,37589.92
612437,1337706,112262.26
1216235,947600,27042.17
49425,1315486,31273.91
260344,1050976,25774.48
1091580,423404,58063.48
42162,260344,52252.92
180456,1013822,66829.09
242115,1137048,26502.43
237328,1528313,31147.3
190329,1058530,28938.93
648524,272233,31536.8
187067,187121,28149.8
484860,192333,65475.47
116334,277284,28528.63
111123,1372208,55006.27
164748,1062324,46663.8
222473,1073983,27801.2
283492,1319338,73398.28
228393,233106,31298.31
184672,133385,30669.03
83103,203833,25560.62
210431,1221717,80591.09
84554,1398415,35569.21
199250,253253,66802.06
166639,243796,32073.37
177056,198657,30706.48
275542,488785,32540.36
149731,1390900,79586.18
374330,100736,71328.27
240892,1207404,84434.11
212484,341306,66383.66
67299,1337706,32392.15
658851,1168993,37381.76
554494,117851,81560.95
81786,1315486,75244.35
171833,1108742,27310.03
244700,596867,30545.69
90550,1321237,65689.27
32030,32358,25424.48
9692,1108663,44788.37
31787,1208065,31091.83
749643,1102153,27640.53
78946,670998,78416.3
77566,95114,27756.46
184826,1400179,118227.21
29799,1399891,26035.43
174941,124127,32164.12
150336,896709,27018.85
51739,996681,34801.62
332945,1053948,61022.47
83840,1532496,26394.29
214703,113827,43289.57
253253,801732,25571.37
122876,232429,32669.84
32510,1178111,76301.98
212359,185656,74460.97
77938,1549494,99459.12
212359,1026727,69870.1
71789,1026588,28698.62
18814,800713,83116.7
227710,447248,30822.34
83103,967853,36541.66
505018,976680,96173.49
186992,1050333,26509.95
133840,262838,29931.55
74156,1101926,26146.83
64156,1279076,32000.82
162589,1114375,29447.56
163343,1407439,94925.24
32030,987512,83390.13
194809,597523,60617.41
469906,131766,31801.18
196191,997196,26474.42
326908,946950,42045.66
145084,16541,32731.57
86337,1101926,36718.8
29199,1065877,62686.55
344774,946071,28036.3
129645,4986,28469.47
161508,230792,27983.17
158918,184962,60202.05
213468,49889,29938.58
239676,128257,97722.66
253756,207309,29209.99
395006,13016,32000.99
231996,1208065,27678.21
67303,951838,59766.66
90241,522952,84746.98
29645,1315631,26436.11
39609,995603,37909.7
250022,1484951,34369.22
200218,1118421,57351.4
236353,87540,23181.81
495091,1369863,32153.17
26516,43192,56291.8
189443,302978,37620.63
150818,978192,85107.47
743417,1297752,33549.94
61507,1091850,34328.88
226601,199962,24238.96
17333,29879,38668.19
221491,1454665,31981.23
62331,33763,25931.04
178345,106459,62096.56
159075,713973,29253.09
28413,32826,66288.25
127883,68541,34006.22
136670,1233994,74059.81
219542,1270987,98550.05
150162,1317451,67783.35
640055,332860,35877.28
77137,972958,55718.71
80321,952446,31774.34
87552,1201425,33372.95
198006,968712,22064.74
79024,458777,37764.25
321199,1101505,33105.99
209941,174139,37248.96
30237,222700,77528.12
765718,68606,36140.83
215232,1234447,27989.34
238485,250817,26958.43
55651,1362463,35373.91
148130,1549349,40461.26
232970,1062688,82745.26
524390,670998,66338.27
184826,1217306,64995.17
950504,214158,90576.57
757212,344880,35602.98
198006,720393,23453.09
142058,104033,30514.22
79024,1255247,29911.02
222459,203408,27283.28
112136,957016,67974.81
37639,1283322,26985.34
829858,43469,66254.72
223947,594946,74611.24
194017,304610,30681.35
109005,85655,35684.78
2828,946069,27734.18
619613,1076607,33337.92
6245,1537860,30126.96
149390,742917,64090.37
237051,1058921,30365.86
40852,49558,60602.57
161018,1021805,92919.72
90550,1252957,30558.33
215232,1315631,29290.8
688692,139419,26850.18
326908,1073983,27774.28
381223,944722,34312.96
36789,848844,74145.05
276232,1157725,32513.96
244700,194566,31272.1
13370,118482,50660.52
268482,241962,26526.77
200229,1302752,29664.2
65807,271665,29462.78
236206,188010,45234.32
144955,946069,35321.49
2412,1348676,32989.91
221491,101155,53463.88
143345,109617,26954.23
140430,1104750,31918.93
30770,341924,95762.07
180244,276415,37845.12
413373,1058756,25893.92
65228,1026341,35199.93
110554,1524611,32154.77
32625,32207,40227.31
111894,282489,38861.85
11461,192549,77984.47
86056,1351944,29904.94
9536,1576801,27882.57
112912,1017804,28091.45
217593,17276,86207.55
229049,1549483,60250.26
138857,28985,34813.82
1123931,962303,64384.74
684884,963275,32905.2
116334,1243344,36198.73
950504,262063,31243.49
9893,983096,29230.74
326908,68541,26683.3
95207,1177859,82124.09
129995,306142,32785.51
587380,1490529,6990.63
187448,1142696,33432.8
149399,212386,31324.14
215232,1073641,34265.91
147566,45240,50749.99
255477,1190931,34172.86
123227,147275,79937.47
81583,1266208,30113.61
166833,192080,26139.89
140289,1309888,29116.91
222728,951787,32362.57
321373,1054626,33389.54
727029,1250618,24382
161018,1148496,35238.09
370506,12909,33491.36
18936,1353726,40473.38
35048,1115274,35801.07
275566,1013822,30022.32
221491,1490485,36865.12
195723,1013337,73412.46
19363,1180641,28601.76
88189,962025,33062.04
182001,961807,32500.89
181989,262838,32958.85
77938,17749,69219.81
162685,34739,38541.17
508815,353955,27907.28
171282,63181,31537.72
90836,1250776,57895.33
170513,1325178,26618.49
83582,1557960,94613.01
4635,1087493,38782.97
49425,1239301,42450.68
92202,99825,30111.65
57712,1130230,32516.9
196428,235015,77101.26
50048,462730,36868.75
607610,405751,37115.53
105792,1014692,33050.26
190329,1274880,86340.33
28029,1250575,32492.2
55405,1394092,34140.52
156178,981592,38592.74
807916,1058645,34480.31
135598,1077408,23955.19
816242,175199,51247.95
495091,943097,70034.67
253552,463911,77130.78
146171,74044,89093.26
176602,663676,83565.77
224275,398814,31979.59
50063,553899,67494.67
202565,373201,31548.77
20179,247680,25416.7
209375,192549,23202.15
238314,1090807,95950.08
806727,1191443,32542.24
170513,253253,27295.18
42048,1263822,70111.64
99038,260076,34712.28
137854,186992,47262.4
237328,1431270,33712.47
59611,1359096,75694.45
94641,972403,51527.47
1352081,1130230,33362.86
33041,314214,27834.39
232970,1091391,28201.63
57120,1108742,29366.19
207834,996466,71353.17
37639,43347,76567.23
172289,1353726,71337.22
223836,1274988,32542.67
189644,1005150,69085.14
174686,1241732,43998.79
51148,17758,49544.28
228977,90232,59874.85
658851,41016,70930.17
114381,1017751,100118.05
950504,344880,39740.51
51739,290390,34001.18
173244,946353,26031.77
32030,245033,36001.71
179408,167498,52558.54
417714,637960,62238.94
143863,29879,23156.41
80500,178827,80635.33
3383,968125,35066.47
131563,1362463,27974.37
138412,81281,30628.53
890153,55285,34084.34
82759,356737,28015.95
246641,260205,56105.77
210431,1047128,31962.4
609603,300205,38498.31
187067,86893,31243.05
167814,1154601,27046.03
223947,44605,68998.3
250834,131989,52706.97
227896,991929,89842.05
124469,1299952,26706.16
182681,1346889,52323.65
3825,1077280,29683.72
23140,983295,20862.47
186046,1214395,28278.8
148526,336020,31207.56
225272,1296093,31338.38
84554,1326806,43142.83
258561,47984,38226.6
45607,991988,37009.52
718961,978106,28886.17
2785,133391,46944.86
765666,151424,27674.5
200742,1285638,28882.39
276167,1277367,29201.35
25217,1289712,59417.45
61062,1088084,31971.15
3495,742917,28961.92
35122,1018457,54613.53
834375,130058,32399.58
78538,978498,30741.89
240892,637711,59589.61
774494,999382,32073.1
605101,376087,30166.19
40136,1347025,32090.25
31787,56227,29102.26
626321,947600,28824.73
236353,1310058,36285.32
130770,467469,30098.46
238100,276175,101111.1
258561,32207,32068.74
811655,1289712,42058.62
81083,737060,58049.99
151424,967161,27501.67
360311,1120676,26081.99
178345,178907,29989.55
268347,909992,60377.96
191445,18310,72184.05
680914,988051,31404.29
93949,1158386,86083.79
143223,329503,44835.17
250879,327250,38424.57
176056,107141,24304.8
237052,1221650,30980.61
315718,1413156,23186.18
165651,156911,45832.73
80594,245033,68875.38
99906,1351944,32247.8
594664,1532425,37739.72
58129,1084260,38841.52
191445,1014349,60638.93
237328,915222,30913.52
137849,1091116,30107.98
344774,192080,32901.63
31787,1378720,54267.37
730690,1194057,25741.96
62736,1561194,31746.61
222459,979227,23649.91
241962,1130767,28290.88
249399,1276880,31394.13
659085,1299952,69736.54
51390,958584,56352.15
145098,1047528,34305.68
131047,1254806,41089.17
69305,1261971,83088.94
35122,67723,60428.28
226824,1285638,78682.1
240504,599339,27040.3
1184996,1263799,29086.39
257141,896709,34172.33
141175,1160793,25373.65
33004,1285638,36308.18
303034,637259,26925.17
54143,186992,71517.26
232970,29720,38300.62
95358,309460,104375.55
571512,118287,24708.06
155589,873433,30028.71
49438,240626,33943.37
75010,56791,27460.26
260340,177795,32658.78
767347,1484951,28939.93
1375,1043241,42381.3
536576,3355,31770.14
178345,91572,86345.33
366079,1328627,30767.41
577073,1263896,31855.3
192082,1172284,32639.25
154681,173701,26533.42
23955,152625,22106.8
75010,609866,28272.69
232555,118287,25985.01
143088,1360816,67526.27
50048,180086,32914.77
13242,338937,33734.75
220748,1111661,32251.6
381132,1073817,31320.78
609881,1334385,28330.04
149731,163622,54435.12
59345,1532496,49719.8
53926,25721,30549.46
212414,1177706,31026.31
151515,1127802,34435.35
309719,1095074,31597.53
214258,300314,33432.73
175188,1463045,39329.81
175130,181872,82793.26
55063,880885,28106.4
200324,207210,27775.91
177611,22813,65237.06
16670,1285481,30240.68
16956,979227,28549.08
91016,1579839,34624.64
404739,1190983,32278.67
66749,435449,31218.4
289908,79499,85952.69
45272,1050980,34326.7
104924,617517,99901.92
200742,1038726,37884.2
381223,1266114,51217.49
139199,1207374,31068.07
55473,1088412,98462.81
296779,191940,29395.55
113064,951787,31691.94
91791,1454665,80806.12
222592,802734,34907.19
321619,180766,26784.02
28529,384218,32785.34
111000,1279076,39382.07
160856,405337,85488.05
161018,1484951,90490.15
217363,1160422,56618.97
202565,1490529,35560.92
81919,189606,91337.99
228208,604357,26156.35
149422,976959,24538.35
404663,22036,31786.78
810349,762189,26752.43
172845,1212414,71975.53
223171,997089,34300.79
86549,90232,33007.27
22019,8573,29741.87
6245,101375,28655.8
49425,234402,27269.84
212359,1370820,80822.55
395299,1307772,80257.59
141544,92768,25442.56
26516,201254,33533.21
13003,86893,28855.27
73187,1009876,30429.06
89759,1019011,35835.63
164748,54337,30492.1
202742,248741,54956.64
349738,167042,72007.55
18456,88413,26021.98
147566,227776,48528.73
740084,968394,37448.19
31195,951453,31559.52
49588,1185521,32307.98
574368,1094599,30582.14
91016,944722,66644.84
187121,290159,103625.97
182322,243869,32679.62
231108,79050,61485.31
2828,270844,30381.95
203064,371660,83393.06
581834,1091558,72710.7
35112,168374,33752.21
190417,1498841,32463.56
185867,1529503,33300.43
213468,1443198,51434.35
215705,241500,31108.58
121250,1532496,34471.89
64412,338937,27552.21
247600,14554,33152.14
55651,170333,29903.44
349730,1236911,25280.35
225655,1194053,29035.04
188443,1391111,87085.02
242115,44761,35518.14
99270,1326922,44573.19
308889,338263,98228.16
455817,1276880,55288.07
64957,1117483,93291.01
102806,1374024,28745.96
164308,210906,105737.27
209941,1201732,97648.46
404739,115715,28115.24
15046,958584,31731.35
32266,1038726,28921.12
133343,565528,90265.89
203033,571969,75842.03
173590,1317274,28316.84
30237,1030696,28232.45
167061,1214395,36373.27
240367,1436708,25060.03
253253,1439238,25155.67
108732,688856,31863.63
614543,222700,27611.34
172845,1127196,87881.48
77137,695991,45067.82
163653,242886,25931.4
675086,109852,10118.89
238319,1358389,78675.12
276292,1576801,60272.36
6380,937807,32261.82
126125,1053948,23260.97
42707,264060,42496.75
29879,896709,26791.64
95256,251904,79707.55
45607,63181,36969.06
708434,1306181,34009.05
276477,1066440,28669.09
147527,250817,92009.55
110170,166981,32718.61
212903,532691,35121.71
659085,278940,63064.92
222473,671708,29250.06
450998,1373702,31557.2
10043,473781,61328.35
221491,1121361,38007.95
73376,184826,33680.22
82759,565528,48330.03
90241,344880,33677.16
33902,1070217,62853.75
197182,407315,23060.07
212333,1073549,107374.44
251364,260205,28425.6
200742,114692,40390.98
254678,1439285,34158.39
165651,290571,32982.22
106781,20302,32070.2
202565,278807,26069.55
161670,1390900,29456.6
232873,1315505,27236.84
59345,800713,23612.45
22019,800713,35452.05
97076,99825,74952.64
108064,896709,30052.01
86893,264200,29772.49
256193,466190,33761.5
694328,1186387,60243.21
665361,1239207,102145.44
228910,1334385,30931.89
87542,1552025,51568.6
149973,1120188,27844.43
146543,168374,23760.31
508191,1114432,31164.52
104924,1018989,27051.26
133990,399368,109920.97
100073,101588,36679.76
129510,875205,37204.13
42239,496516,31057.96
162685,313064,22988.14
13370,1270662,27121.82
289583,946889,27476.11
128919,168401,88712.1
29199,228774,52021.23
282736,588562,63471.93
1091580,768946,64174.77
143345,1277375,65395.77
113270,1039384,67000.26
106781,1270813,30815.05
41135,1087654,66669.25
74156,188175,33951.72
133383,250726,31618.19
8576,753488,31001.08
61044,210936,87097.04
470355,1355865,58858.01
395580,239511,23782.9
275566,1084260,32450.05
241143,212625,67230.2
8937,264200,47083.49
80204,1394092,73979.49
70832,133385,84680.52
46773,101509,29169.42
462928,199926,45612.66
791586,212760,70208.76
714603,1022798,38394.28
1091580,1014349,33991.14
187121,231432,27187.07
574368,149693,31930.63
434593,291211,29165.72
141544,967441,79571.62
37590,961735,26738.05
150572,44605,28441.84
164207,972477,29262.66
125359,1503203,53566.51
816242,1130844,53414.74
237319,1115282,68719.61
109582,188730,34409.71
390262,963498,32599.45
565894,187148,32869.8
55939,1358389,31108.52
36279,158329,30488.19
61586,963275,100890.95
565791,968028,32428.47
253114,1334385,36028.66
250726,249684,30379.09
116726,76305,29901.43
253448,141346,73770.26
1091580,12155,30534.79
61062,243948,33327.81
234493,1350484,34008.73
181397,1221650,27602.62
251417,43654,66789.47
254678,149399,25871.72
82759,12103,26145.17
23047,1336336,83685.11
1065713,1175075,24701.79
41612,1088139,31360.24
94622,1360653,103967.22
161278,1199314,79462.78
102891,1572029,21255.64
166381,181054,27367.61
59834,1400191,42057.3
133343,240626,25931.45
179212,947459,73873.43
13003,987325,32476.16
73187,107862,32490.54
189531,1000749,34123.45
1513883,174912,67028.7
370506,1026588,85091.11
108194,1022266,27821.09
51148,39093,21134.83
609603,1528313,58989.91
736782,982920,35912.47
48216,741421,31706.68
215906,1073817,93751.23
539853,181054,30209.15
268482,177250,31984.98
77238,1076567,26382.12
46676,1127925,39759.98
76806,74408,31703.58
749643,1031184,26818.88
158061,247680,32946.38
659085,1241556,45048.55
95162,303201,29801.66
64972,175199,33579.31
289780,1347025,25991.71
187121,1266114,25905.02
161835,1050333,25500.87
83582,1532425,32252.85
151154,1324946,24142.56
17668,1117582,36742.49
540803,261562,51040.99
129510,996563,34137.76
11605,1303826,31684.09
159996,247680,31077.34
147616,800713,30871.52
18753,968712,33531.14
220054,967647,68822.08
212199,951555,26549.18
67174,101375,25841.25
230872,1177685,23564.05
303267,116418,73538.86
129510,95166,27322.05
185504,952446,28727.35
725576,967003,57268.84
350526,12602,112573.77
250327,946353,28348.02
67303,1050333,29318.44
3537,977811,24405.74
164748,1360653,23325
282990,828887,28043.14
170879,987959,30362.51
191682,277284,88550.22
626321,532691,76410.59
70832,1204158,62455.17
6959,977961,32987.99
296779,20302,28132.46
189352,1357307,24548.18
807781,202999,74893.59
121250,946188,39070.27
157426,1140111,72225.89
171486,49558,37040.4
86337,982615,49488.36
242317,23838,34960.43
186652,1009876,35421.17
1058957,133391,33498.56
150162,447248,27137.29
83635,1556325,35998.79
413130,166010,32965.45
122075,214158,31665.19
228977,250726,57156.44
554572,952130,107916.44
199562,958039,33102.64
260001,1022798,35209.31
114381,106147,63511.74
250949,277477,87350.22
171282,166981,82133.52
644582,149693,49451.62
187448,1465467,87386.3
1316701,1091850,53556.36
12259,661259,28610.89
381132,234402,22844.33
145084,90550,27332.73
200026,122524,31521.3
144501,423404,30813.08
290528,1062263,29766.8
2785,1022266,28800.57
276292,82034,33410.24
15991,1070217,51312.59
41410,124127,78101.53
495091,159075,83516.55
190459,407315,26572.25
65548,1108742,55268.57
174941,262063,43137.85
9865,704311,26405.39
248572,688856,44955.78
166126,52229,25879.76
255590,4986,39238.67
112136,1196703,94134.77
350526,1136595,51340.3
171146,1051019,83153.66
47156,33763,66443.67
13345,1289639,53567.35
182322,1152113,30446.87
290115,71443,57529.53
8943,1039614,68740.02
71710,170812,28868.41
256193,192295,32247.6
44605,1370820,40165.9
109054,1326780,30256.08
303034,427042,98157.14
245085,1160422,32601.13
17333,1274979,36751.15
245121,1014765,29755.63
859194,1022431,33928.39
6380,107156,37958.66
239512,1017751,32814.26
53574,1405938,26658.43
155742,250817,63762.81
232873,1163342,55949.14
94641,704311,38424.29
145084,122524,34605.73
31186,1400179,83905.14
143935,1319338,106843.4
2785,1058530,33766.19
211153,1233994,50804.97
193324,27000,32793.8
54676,1190940,27421.5
86047,1065678,80165.95
177559,1062769,87533.78
55939,133496,39903.54
43589,1177859,30233.14
218455,1262008,32247.18
831062,1026588,79754.61
234433,466190,54394.15
19269,327347,64185.22
202742,1014692,34660.64
21872,170812,60487.24
150345,23838,33934.1
217175,1359109,57102.81
174946,1266628,31146.44
12259,1266628,90320.03
757212,1117483,27444.01
256322,1440514,69251.62
239594,1317298,31078.05
143014,92068,65209.51
268482,987325,66027.11
635757,1105064,24634.8
527424,1194053,65097.72
130770,219337,23259.69
178744,530938,31616.22
12541,338937,31545.21
22946,1232043,79437.08
162591,1087654,28404.29
260356,69867,25677.34
11415,1348583,46684.21
182959,1000095,75376.48
185531,987325,34906.39
155973,1243708,64434.54
224320,48170,55983.92
143088,23838,78488.26
77730,199845,31245.66
133295,1199314,84726.83
180456,1157870,32497.46
208149,103232,70060.21
127006,1212414,24827.1
120936,1027121,68924.7
243068,77836,67727.28
241662,53791,45235.85
150572,1587462,73977.82
370506,148167,31348.63
220392,1234256,91442.56
185867,267355,29798.87
290115,1373678,65310.5
254678,1148496,33120.86
209035,963564,65020.29
230689,996907,61150.69
79644,171559,23327.81
169611,1124544,79562.47
831062,1034824,31962.62
533661,199926,29346.63
90053,36693,33001.41
57120,274634,37903.74
268857,1115282,75405.55
95886,231166,26028.12
60646,17276,32216.65
831062,206541,27654.67
22882,1017926,32159.66
136840,306142,28535.75
215906,1030981,25234.54
200064,1330796,25817.97
257141,961735,33500.83
659085,952397,32054.58
148195,1097961,30190.48
682687,18753,33336.24
33041,13251,24153.89
93120,260205,24886.5
13290,62456,64748.39
495091,102117,37470.33
209375,679250,47277.11
62331,455427,35273.08
215906,967003,22492.06
10002,1221709,61071.61
180440,1450694,66720.25
395342,1241556,35245.16
93754,1398415,37646.36
256193,1154783,33512.19
321199,930010,66403.43
261475,1514086,25694.17
171281,88364,84497.28
142058,957016,69337.26
23838,181054,54668.54
198006,237657,82656.16
33279,958039,34399.96
13380,1065877,30315.41
16816,1209838,47103.88
117258,1054081,20283.42
34739,1047528,25355.92
34739,455049,84249.66
23047,1480003,30993.16
6972,907724,66280.31
138412,987666,34289.47
253615,594946,77024.45
55063,958288,27755.04
74693,1073641,70061.03
28529,1062263,30907.9
3453,1246077,36421.57
188893,1305729,74450.99
10043,488785,63430.43
253448,1432339,53838.86
43654,95114,25301.8
110554,67723,26636.73
177056,1190983,26107.95
243068,1050976,30895.25
104091,670998,99642.74
268347,1014765,53607.85
178410,1447076,27811.42
132531,90550,27807.64
250327,78715,26458.53
204407,225103,50258.19
237446,1196703,109118.62
40852,31329,30365.63
776928,470624,31908.44
10606,1274921,82191.4
65762,32207,32315.55
251364,987526,38582.13
536576,197353,67208.26
82969,1047398,62530.53
282700,36514,30800.77
462928,175635,31022.34
17668,250726,38860.12
779788,1061975,31586.21
259934,1000303,42388.18
160744,1209838,38368.15
309090,260076,65528.52
20302,278940,80540.98
117290,11415,32547.45
49588,448864,29796.49
200064,148026,31859.13
203237,1130767,74055.48
143000,1369007,73963.57
644582,286589,27850.86
74435,609866,31189
71462,95496,42917.15
50063,1274979,54513.74
150109,115715,37142.17
164811,1310058,26771.93
182322,1370493,28330.03
182001,957442,26004.75
757212,225103,32874.24
193036,981802,25208.44
62320,45240,31267.9
122876,1062688,75189.2
154920,592304,29523.42
49070,290571,32454.61
283251,1118003,38654.48
80321,1027121,60513.33
22354,7622,122484.44
210431,1277001,53902.27
74803,80044,32760.3
1102819,944722,29913.62
374330,1326806,33629.73
259609,1019011,36158.87
890153,645214,31521.5
110917,1148496,73452.13
253448,1583716,24282.19
118052,1149019,23308.51
224692,1400191,93000.48
248572,1443126,79953.74
71382,176756,29598.54
69885,963675,79627.33
349701,127201,38640.99
247331,1364205,53600.74
527662,1026006,34684.61
511372,1274988,62921.09
232970,159075,36349.12
801840,97240,31933.93
8937,1050333,23664.9
87542,1118441,30539.72
53610,981802,54275.81
77219,613136,82201.11
823518,1118441,28643.5
87542,488785,33669.83
60646,15558,73035.13
220336,1194057,77386.31
614543,247019,32375.24
171845,20427,41661.75
97291,13016,25515.1
670968,186046,32794.07
112528,1084260,90067.01
66679,170812,77088.02
39245,1066528,22579.02
231996,1307772,25769.52
688692,1069397,31890.57
462928,202999,36389.75
86549,122524,25476.31
302780,107156,73327.22
129995,996164,64750.82
527424,1191443,41566.59
654971,185496,30735.15
62711,274634,37343.81
27131,80044,29747.79
82623,1014765,34676.02
63724,214158,74980.06
881285,1077227,80214.24
148130,234687,71412.64
128919,224086,23141.38
163343,1014070,27144.17
236558,1161039,31120.16
565879,951602,69494
240626,207210,25185.29
237057,329503,30610.68
27989,1145496,38072.36
15046,966870,62442.5
87894,197694,69659.15
164835,1332423,31701.74
8230,1292197,53041.22
25413,1081210,30752.57
9692,295072,33063.78
144955,592136,70178.48
8576,1161039,30308.57
1080069,298124,27126.67
143935,1018305,110511.16
65807,220054,29176.84
404714,1372453,47025.8
782427,1201538,76211.85
223004,952397,33331.5
134007,1299952,37798.49
149422,218822,69823.84
682687,66022,33222.12
71382,1088412,30259.16
155058,1084055,36304.99
2720,262261,30470.81
48083,177250,110764.51
149390,907724,59282.8
74435,1117483,29317.17
18855,1324946,78897.61
142875,915222,27209.66
39129,41658,38847.33
120697,968028,52687.95
87859,167891,25297.39
193498,1145496,79976
238632,553899,34072.97
260422,1091558,29455.21
25321,772350,26426.01
163507,1293906,22865.64
232536,464630,127832.99
344774,1245988,30892.61
160744,1359096,78500.81
23955,232331,19983.11
239668,29720,34066.98
181783,225103,39528.94
148026,1404583,98625
211749,21878,47813.06
207834,864255,25172.11
62331,1501970,53792.17
600275,1081134,78755.46
23955,171559,84496.97
240504,1326952,42900.89
54254,314214,23949.22
213468,126540,35384.52
95162,946485,22498.45
492226,1058111,35127.68
51683,1163656,34502.08
349473,1232045,31768.27
176476,1021812,29587.22
295851,1018305,26172.92
106946,239511,48753.54
61251,1355535,29837.94
426741,1047234,32013.71
1430542,1593446,94679.56
1404719,151424,95295.33
929307,87528,90607.07
35048,222700,29409.13
13003,180766,23703.21
253015,253253,35461.99
178410,737060,93207.02
52411,804960,31698.06
207005,1022798,27743.46
175087,118482,75243
462603,1043241,72914.45
129510,240892,26936.57
172237,1098342,97085.82
117795,66022,53258.47
43347,1444458,25722.91
3014,1139656,29806.31
61251,1255247,53344.44
1058957,227195,21231.74
214397,168403,30144.46
42965,145290,35361.6
195723,1407264,21867.31
164811,1133932,85103.65
37590,20302,41775.15
41135,1531561,57766.27
236714,1058756,104159.57
156795,957016,35781.41
39245,73420,32593.11
238319,247290,24473.24
86056,96843,36059.05
246861,996907,80651.12
22019,1026108,45110.12
232536,1400179,32225.68
811655,1062063,61243.33
340646,1440514,37315.57
175087,1026108,21418.5
155973,1413156,27009.22
84125,210906,47448.81
133343,68606,28818.1
807916,372250,43269.9
182322,1073983,26980
9692,352554,18291.89
90484,290159,67373.06
228910,1083872,29554.69
290528,1098634,31514.65
76426,232710,29185.1
147527,1212178,31889.42
13138,232710,30524.34
25869,66730,31236.08
675086,1326780,30337.34
79802,290390,59730.09
260887,237322,32780.28
104091,882406,75479.56
192082,236488,31825.59
111000,1201719,27894.75
252377,1372208,35948.26
101891,961614,42692.23
883113,344880,30191.69
64972,221554,88816.14
236488,242886,73134.45
84554,1039614,35842.24
268857,549712,76918.73
260001,237360,62705.1
251417,1185521,60424.16
225272,328550,34831.87
218555,788030,28752.19
127006,1034965,31073.85
303255,5245,32148.97
136196,1407439,33447.91
79486,229056,31630.21
13003,32324,58907.54
727029,1166636,53072.37
327377,1098598,93265.76
13698,90560,104529.18
256193,988084,66955.75
210662,307363,31426.52
14039,478178,25352.18
203237,433717,55084.97
31305,178620,47499.38
60743,1337706,29938.06
17823,1241556,48515.1
226601,1449312,29769.06
66216,174912,28965.51
19052,1001318,25685.04
55384,1009876,48785.9
18753,1062688,52279.6
55384,1009876,33019.42
13380,105665,74983.65
52514,1180444,35822.87
59108,28985,25887.84
36275,842461,29397.52
109005,477746,28529.67
146171,953141,87866.03
8937,199926,81162.67
143000,192333,49391.82
142065,1130131,33469.35
473606,951838,25156.29
62331,1018305,29970.8
113064,117851,26825.46
623864,951787,35935.05
242317,996164,28829.69
296386,13251,63575.64
149202,991929,30066.12
130770,794252,29019.74
225541,1038630,66543.57
782474,977458,25620.47
150109,1360637,30631.66
25325,1465467,87367.83
11046,1084260,104370.58
752307,1014142,57623.59
71710,1250618,34604.28
247766,1191155,35993.51
189352,1199242,28608.59
321613,4788,30184.52
816242,1264200,20495.79
296780,74044,33132.5
46156,12602,89299.67
859194,1250721,37585.48
675086,1160793,31034.27
268897,149693,29051.98
883113,95114,32689.18
533925,1246077,103640.91
225655,1268479,52794.31
86047,249684,30512.81
173244,24724,106382.15
260344,1081134,25153.48
168777,1043274,25829.09
116726,951787,33737.82
327418,1348676,28935.76
79024,47980,32553.73
67303,1127802,31829.33
169611,1120889,23626.41
939677,395896,39491.98
275542,1148624,27014.79
208383,186992,48377.96
189255,261666,34520.05
651021,1337825,27878.13
395299,1034824,18618.59
321619,1212013,30478.34
110173,765827,30084.78
150572,1014070,66035.33
226764,967853,36044.08
626321,26851,57746.75
77566,473781,34398.03
47164,1055283,24591.51
124010,185585,33434.6
97291,177902,25609.59
349730,1222140,28048.85
143377,1163389,29735.03
241514,1038210,34195.27
349762,80044,79363.72
36272,183847,89128.72
455048,1104547,80824.17
13380,298165,123496.49
